5072.59962;3889.32678;21.50540;1158.54024;785.40791;255.07820;3509.43273;4308.05248;1289.89054;519.48861;1452.52178;843.71704;167.63124;3336.00105;473.55369;84.92565;605.92456;488.06591;328.86718;25.63305;1144.01822;120.07061;1363.59847;609.19903;3034.05210;353.27324;61.80268;3030.28820;480.47237;1430.14388;3647.19578;1374.83138;556.64363;854.05709;832.11112;507.62524;349.61550;154.74656;131.47371;279.67787;86.93698;15.96400;50.01091;121.58280;92.44312;151.58512;216.64436;470.85480;216.64436;164.19661;673.55057;117.67031;207.75485;667.56631;87.07194;1663.76935;339.57352;70.48981;0.00000;1505.17244;250.29602;685.42503;1505.17244;1511.09345;3693.23820;806.76550;527.53655;1247.11410;275.57530;848.45960;381.01604;807.20390;1771.55196;629.27037;1052.87944;340.49713;261.59783;1247.21631;538.90281;430.86677;598.56548;1401.85337;974.48790;974.48790;15.94274;412.62092;22.87413;0.00000;48.87191;0.00000;0.00000;932.15573;183.62909;999.93816;605.92456;3203.95573;4308.05248;3509.43273;4088.51761;1958.60890
3889.32678;53172.91849;205.41404;10447.08452;2962.02777;1089.85392;6589.92721;14348.45207;7543.63366;2293.60671;5297.87307;6442.72547;870.59508;15833.68544;2878.65590;768.32654;2804.52859;3889.93952;1418.04277;216.24427;2834.45799;640.61593;5345.76308;2667.64620;10736.08219;1106.06059;350.10309;9807.88730;1168.73264;4472.55141;22379.53475;4702.91636;1973.19052;1811.79779;10080.08784;6484.11706;1410.36480;871.29156;1828.50809;1027.58806;403.93483;56.24143;109.06643;387.86923;1213.17813;584.26909;889.46826;2813.42509;889.46826;953.19154;5224.73475;1246.08730;653.00461;8278.74187;539.48737;7826.08190;1192.42360;452.44195;5.92400;24831.55291;703.28200;8435.18044;24831.55291;25165.54580;18561.30604;5148.87105;1496.05345;10460.01198;2984.38559;6346.15357;2380.59315;4667.89200;8535.60201;3956.09552;6631.91910;2300.30833;2214.02182;2993.89238;5317.76338;2074.90296;5369.77244;6210.20254;19752.86325;19752.86325;86.25242;1609.81531;64.42894;44.48271;246.21978;0.00000;28.64017;3058.16151;638.02222;2973.07162;2804.52859;12654.11596;14348.45207;6589.92721;10544.40978;7208.18365
21.50540;205.41404;2027.35181;43.84691;32.89325;7.64798;74.32640;135.25259;47.31563;3.68316;70.34976;108.85841;10.92459;213.05220;35.83476;2.39290;32.58015;42.64251;13.65156;2.62379;22.25852;14.09062;190.37749;63.60808;221.22987;6.07759;0.00000;105.58539;9.72398;18.28870;338.01003;34.60897;87.34701;17.99809;25.70746;91.91942;17.36487;6.64043;53.17704;11.42873;3.33649;0.00000;0.00000;14.58043;8.13788;14.06118;127.09162;42.56581;127.09162;22.04434;25.78648;16.93448;8.27820;70.77876;11.08417;35.79452;1.66962;7.17108;6.72205;129.36041;4.76797;69.44525;129.36041;720.67917;231.92633;34.33503;3.41179;40.04059;1.56960;35.03549;33.00118;30.88577;99.04676;20.56013;14.16953;14.46025;7.49844;36.17196;34.87754;10.01334;30.84664;37.65689;231.88443;231.88443;16.33401;76.74219;5.51606;11.79364;12.69475;0.00000;1.29831;48.62234;2.21008;275.19227;32.58015;375.25224;135.25259;74.32640;58.79329;160.36451
1158.54024;10447.08452;43.84691;9380.68730;599.91727;307.84244;1660.69238;1992.97936;1795.97703;611.31322;1000.70334;974.86649;367.40986;5529.11750;1678.01087;512.64129;338.00742;337.56298;496.89098;128.29953;339.86745;215.83424;1596.73083;695.73121;4278.47519;452.34666;161.65188;3915.10755;359.13243;2290.17969;4394.23758;1394.33439;660.68928;653.53572;1012.17195;1649.61145;525.74772;228.18729;272.52552;462.89593;117.36019;17.47091;13.24054;95.18679;114.00921;153.99216;402.67238;613.88577;402.67238;284.10240;940.23816;141.74351;208.63825;679.87896;76.06037;628.74276;454.38659;199.43065;5.50137;7497.15226;160.70936;2304.69312;7497.15226;4598.16595;4087.84002;405.32636;276.82090;936.23719;105.82923;966.98299;442.03318;596.28622;932.96102;396.86756;356.71858;294.15176;130.78397;582.84990;418.25245;262.75965;784.01739;1938.78478;1493.35953;1493.35953;35.52254;723.34602;18.60340;33.79534;90.92901;0.00000;9.08817;1017.57297;59.21707;1254.16449;338.00742;1529.24611;1992.97936;1660.69238;1447.87638;2280.80652
785.40791;2962.02777;32.89325;599.91727;17462.38126;186.16904;964.55250;2369.38919;1386.21710;668.70488;477.28524;1709.33072;861.79462;2005.97021;308.80196;242.38378;471.03663;1091.91099;210.27038;366.60218;1000.79635;674.57536;685.17330;531.37655;1781.67710;191.82958;44.91210;868.67955;138.21431;538.92830;11404.81727;515.40985;668.38289;651.29774;2065.53825;2995.25615;1350.18001;1153.25341;1173.01988;3225.67253;934.79156;74.68689;707.19916;1333.64596;1653.56069;2375.10128;1416.30567;3312.59401;1416.30567;3125.45162;5579.14317;1212.38370;5037.20896;9371.25815;2344.78657;2839.92433;300.33186;80.22234;3.96894;9280.82837;989.29256;2201.24569;9280.82837;2237.55698;8924.03702;2467.39025;253.03594;1694.23581;2296.24015;3334.38962;263.33030;1109.93569;729.92550;306.93254;833.26739;1809.61962;545.24968;246.39198;880.22501;172.74401;672.54018;741.54983;1590.50227;1590.50227;18.84156;169.97464;1.66921;16.17731;312.73626;0.00000;1.29831;2496.30304;1002.95111;2101.98236;471.03663;4820.93514;2369.38919;964.55250;7580.15822;2313.41595
255.07820;1089.85392;7.64798;307.84244;186.16904;2568.48820;480.86553;371.78366;215.70107;48.86751;173.87346;134.57671;19.18125;2219.49492;57.47289;1.21249;38.80326;395.81127;217.28216;13.27619;98.16442;62.92511;468.71450;689.70720;615.76011;33.77396;5.53007;1040.04877;52.65817;369.62632;742.44722;158.87306;129.67196;73.14406;202.32497;240.82237;49.90174;43.51225;70.42605;39.58466;7.17068;0.19809;7.33847;31.72598;53.42911;54.88156;104.38761;117.37792;104.38761;61.28279;168.52577;53.21293;54.50408;187.40893;48.90789;126.97259;165.53629;80.48533;0.00000;903.23101;37.62506;527.12937;903.23101;388.88240;599.85592;208.44343;35.35520;294.22347;123.73521;265.98184;82.76293;78.27820;204.83505;71.53659;117.69700;53.07154;30.72521;72.06716;103.77333;57.78838;123.85321;703.88081;1013.35944;1013.35944;0.41981;131.87191;7.25709;0.00000;3.90821;0.00000;0.00000;184.67143;10.89822;193.76826;38.80326;380.56527;371.78366;480.86553;236.15147;230.49791
3509.43273;6589.92721;74.32640;1660.69238;964.55250;480.86553;15772.75276;5003.28187;2362.44921;804.11091;2352.13838;1088.02447;321.33858;5861.01825;555.15550;150.83419;701.35143;836.28642;781.71176;51.83405;782.19425;196.67400;2621.56832;1243.21840;5282.37965;584.56209;131.26134;3572.16179;561.11105;2254.57290;7727.58480;1613.72363;812.19648;1286.03808;1705.41261;1490.72266;877.01431;354.52301;219.72184;449.84487;103.98939;17.27174;62.09050;160.55404;410.63918;273.54337;301.48338;696.24531;301.48338;133.95946;931.23089;158.90841;246.56207;1010.87474;209.76533;1861.34280;724.67833;289.86937;2.76294;3688.39493;233.04927;1652.26387;3688.39493;2098.64857;5751.72331;1772.68285;724.90413;1549.13359;800.65349;1675.29160;1195.16028;1076.93085;2330.83459;876.34947;2221.58566;395.50953;321.62253;1747.87217;623.38169;589.99220;1165.58536;1773.31805;1474.78624;1474.78624;16.42876;502.04518;13.43556;17.49723;118.32937;0.00000;4.23884;1042.11877;239.72439;1337.17825;701.35143;3184.11599;5003.28187;15772.75276;3640.69323;1552.29471
4308.05248;14348.45207;135.25259;1992.97936;2369.38919;371.78366;5003.28187;30675.22725;5363.98639;1577.02795;5032.47446;2571.74783;330.26209;7481.66396;977.08994;103.31565;1664.05699;2161.33381;806.96704;70.20010;7085.81353;327.70076;3363.33106;1143.23361;5495.97755;530.29715;118.39072;5062.72517;1237.77466;1914.09696;13122.45696;2796.90256;844.92270;1282.32266;7069.35715;2162.18926;895.56467;349.82503;511.50308;743.09166;182.89821;25.01532;155.71668;326.51472;833.75211;564.78533;532.78378;1649.97040;532.78378;782.92592;2851.84109;981.89790;734.21633;6212.54297;373.92521;4764.24722;614.12579;159.95457;3.96894;7865.49718;757.39715;2593.06601;7865.49718;7579.91638;11757.04505;3355.12855;1658.51718;6622.95764;1438.42757;4370.98309;1202.91669;2422.05643;10010.80368;3734.43617;4705.22999;1110.60298;1473.26390;3987.33816;2810.28766;2003.98744;3436.86891;2738.82910;4025.53248;4025.53248;37.54517;533.42262;13.51400;33.00484;122.68346;0.00000;6.49155;2605.33008;509.86632;2212.63878;1664.05699;7242.02196;30675.22725;5003.28187;11549.26055;2884.70260
1289.89054;7543.63366;47.31563;1795.97703;1386.21710;215.70107;2362.44921;5363.98639;29163.81518;1075.42847;1876.33207;1591.41267;447.83970;13230.56486;1399.57787;474.59279;787.00681;935.46017;741.23143;81.39328;773.57868;340.88291;2104.18743;1132.49339;4824.55568;440.25033;79.96129;5420.83817;458.91825;2088.13760;9149.89822;1525.45211;975.56790;1090.36504;2849.42396;1688.88162;6113.85555;531.23012;1645.12898;949.66687;234.78738;23.68144;86.92805;309.10577;405.41452;489.53482;477.51643;970.59266;477.51643;470.41918;2493.69720;669.75544;334.36917;3840.97271;210.62129;2251.07545;504.82254;130.09835;13.13330;5952.00165;282.84830;1813.97553;5952.00165;4007.89583;10595.62232;1668.94710;570.28648;3051.84013;740.56685;11499.71274;756.11775;1613.94922;2360.08462;871.72936;1764.57832;733.02336;492.89581;1142.27635;4937.57292;5197.89953;1869.06979;2636.78505;2405.18515;2405.18515;13.69833;739.07513;16.39511;6.19326;73.15026;0.00000;1.29831;1619.67171;228.08480;1584.45317;787.00681;4153.62809;5363.98639;2362.44921;3460.74499;2125.94850
519.48861;2293.60671;3.68316;611.31322;668.70488;48.86751;804.11091;1577.02795;1075.42847;9766.22311;440.83555;655.77418;89.24412;1671.16415;182.46152;73.07079;93.46532;464.91304;165.44416;49.55956;285.68416;222.00204;1663.27598;241.70316;804.82366;52.60561;12.37274;708.25799;109.28542;239.81959;2749.60874;1535.16752;133.26175;655.37527;1026.72615;813.65764;329.44242;164.86804;329.87411;589.51340;68.91889;5.63681;25.27675;182.72967;180.57253;129.45590;162.80564;483.64038;162.80564;470.81055;513.09587;360.57533;126.86898;687.34094;61.96847;2255.85479;126.29563;52.33951;0.00000;1989.46699;92.75744;742.18164;1989.46699;2096.19646;2712.91203;369.93996;240.04277;577.52599;279.34779;564.16616;170.62166;1661.76586;524.02959;327.65547;704.96318;237.61286;226.32823;405.23031;1696.11814;299.15463;918.79888;501.30087;888.57866;888.57866;6.91479;368.01327;0.24433;0.00000;28.07715;0.00000;0.00000;2019.41806;468.40566;560.05763;93.46532;3514.93541;1577.02795;804.11091;2459.98543;2048.04270
